time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-01-13T17:40:21.750Z,32.9365,-97.5683,5,3.1,mb_lg,,68,0.01,0.49,us,usc000m283,2014-01-14T01:40:43.543Z,"1km SE of Reno, Texas",earthquake
2014-01-13T17:38:23.000Z,61.28,-150.1197,34.8,1.2,ml,,,,0.24,ak,ak11086750,2014-01-13T17:45:55.489Z,"13km WNW of Anchorage, Alaska",earthquake
2014-01-13T17:23:30.600Z,19.1135,-66.6256,51,2.7,Md,5,291.6,0.63870217,0.07,pr,pr14013137,2014-01-15T07:34:59.726Z,"71km N of Arecibo, Puerto Rico",earthquake
2014-01-13T17:22:14.800Z,18.9419,-66.6296,67,2.8,Md,4,280.8,0.60276956,0.1,pr,pr14013136,2014-01-15T07:34:03.732Z,"52km N of Arecibo, Puerto Rico",earthquake
2014-01-13T17:14:29.300Z,38.8097,-122.8258,2.5,0.9,Md,,111.6,0,0.01,nc,nc72142981,2014-01-13T17:44:06.832Z,"7km WNW of The Geysers, California",earthquake
2014-01-13T17:14:23.400Z,19.2923,-155.2098,5.5,2.8,Ml,,136.8,0.01796631,0.11,hv,hv60621701,2014-01-14T23:51:49.261Z,"15km S of Volcano, Hawaii",earthquake
2014-01-13T17:13:32.900Z,19.0202,-66.6392,56,2.7,Md,8,255.6,0.54976895,0.43,pr,pr14013135,2014-01-15T07:33:28.323Z,"61km N of Arecibo, Puerto Rico",earthquake
2014-01-13T17:00:42.400Z,19.2738,-155.2078,8,1.8,Md,,162,0.01796631,0.2,hv,hv60621696,2014-01-13T17:04:18.388Z,"17km S of Volcano, Hawaii",earthquake
2014-01-13T16:59:47.800Z,38.8172,-122.8115,2,1.3,Md,,75.6,0.00898315,0.02,nc,nc72142966,2014-01-13T19:59:01.944Z,"6km NW of The Geysers, California",earthquake
2014-01-13T16:46:34.500Z,19.0573,-66.774,68,2.7,Md,3,295.2,0.70607581,0.25,pr,pr14013134,2014-01-15T07:32:56.949Z,"63km N of Hatillo, Puerto Rico",earthquake
2014-01-13T16:36:04.300Z,19.177,-66.6231,36,3.2,Md,14,270,0.70068592,0.38,pr,pr14013025,2014-01-13T21:50:38.000Z,"78km N of Arecibo, Puerto Rico",earthquake
2014-01-13T16:35:40.300Z,33.505,-116.4667,10.1,1.2,Ml,32,100.8,0.03593261,0.13,ci,ci11413458,2014-01-13T22:07:33.675Z,"20km ESE of Anza, California",earthquake
2014-01-13T16:31:56.800Z,19.0858,-66.649,53,2.8,Md,6,291.6,0.61534597,0.28,pr,pr14013133,2014-01-15T07:32:25.108Z,"68km N of Arecibo, Puerto Rico",earthquake
2014-01-13T16:28:50.000Z,19.2045,-66.6355,28,3.2,Md,14,252,0.73033033,0.15,pr,pr14013023,2014-01-13T21:43:08.000Z,"81km N of Arecibo, Puerto Rico",earthquake
2014-01-13T16:28:38.800Z,38.8245,-122.8062,3.1,1.1,Md,,93.6,0,0.02,nc,nc72142946,2014-01-13T19:08:06.250Z,"6km NW of The Geysers, California",earthquake
2014-01-13T16:27:59.100Z,19.299,-155.2122,1,2.2,Ml,,151.2,0.07186522,0.18,hv,hv60621676,2014-01-13T16:33:50.010Z,"14km S of Volcano, Hawaii",earthquake
2014-01-13T16:27:31.100Z,19.3032,-155.2138,0,2.3,Ml,,147.6,0.07186522,0.19,hv,hv60621671,2014-01-13T16:33:19.964Z,"14km S of Volcano, Hawaii",earthquake
2014-01-13T16:17:04.700Z,19.2968,-155.2173,0.5,2.5,Ml,,140.4,0.08084838,0.21,hv,hv60621656,2014-01-14T21:43:09.000Z,"14km S of Volcano, Hawaii",earthquake
2014-01-13T16:06:51.300Z,35.659,-118.4543,10.1,1,Ml,8,172.8,0.01796631,0.11,ci,ci11413450,2014-01-13T22:04:50.602Z,"4km NNE of Lake Isabella, California",earthquake
2014-01-13T16:05:10.600Z,33.3748,-116.3905,12.7,0.8,Ml,14,158.4,0.10779783,0.11,ci,ci11413434,2014-01-13T22:02:33.905Z,"13km N of Borrego Springs, California",earthquake
2014-01-13T16:03:54.900Z,37.4758,-118.546,15,1.8,Md,,72,0.10779783,0.04,nc,nc72142941,2014-01-13T18:47:03.992Z,"15km NW of Dixon Lane-Meadow Creek, California",earthquake
2014-01-13T16:03:37.900Z,19.127,-66.8301,31,3.3,Md,16,244.8,0.7051775,0.51,pr,pr14013022,2014-01-13T21:39:51.000Z,"70km N of Hatillo, Puerto Rico",earthquake
2014-01-13T15:58:11.300Z,38.8152,-122.827,3.6,0.9,Md,,100.8,0.00898315,0.03,nc,nc72142931,2014-01-13T16:41:04.970Z,"7km NW of The Geysers, California",earthquake
2014-01-13T15:57:13.100Z,38.5497,-118.5118,2.02,2,ml,22,106,0.1,0.34,nn,nn00434165,2014-01-13T16:00:13.408Z,"10km ENE of Hawthorne, Nevada",earthquake
2014-01-13T15:52:48.220Z,38.5732,-118.4277,8.19,0.98,ml,5,125,0.094,0.03,nn,nn00434163,2014-01-13T15:55:17.091Z,"17km ENE of Hawthorne, Nevada",earthquake
2014-01-13T15:52:32.200Z,19.0827,-66.633,48,3.1,Md,14,241.2,0.60995608,0.37,pr,pr14013020,2014-01-13T21:35:04.000Z,"68km N of Arecibo, Puerto Rico",earthquake
2014-01-13T15:29:39.000Z,61.9137,-143.6324,11.8,1.8,ml,,,,0.81,ak,ak11084279,2014-01-13T15:37:49.901Z,"61km NE of Chitina, Alaska",earthquake
2014-01-13T15:29:14.900Z,19.1777,-66.6504,35,3.3,Md,22,248.4,0.7051775,0.28,pr,pr14013019,2014-01-13T21:28:04.000Z,"78km N of Arecibo, Puerto Rico",earthquake
2014-01-13T15:24:18.500Z,38.8228,-122.8093,3.9,1.3,Md,,57.6,0,0.02,nc,nc72142906,2014-01-13T17:51:07.681Z,"6km NW of The Geysers, California",earthquake
2014-01-13T15:17:46.463Z,38.5662,-118.4432,7.2064,0.31,ml,5,165.31,0.088,0.0464,nn,nn00434162,2014-01-13T15:52:13.000Z,"16km ENE of Hawthorne, Nevada",earthquake
2014-01-13T15:16:55.400Z,38.8407,-122.8402,2.5,1.1,Md,,46.8,0,0.02,nc,nc72142901,2014-01-13T17:26:04.867Z,"10km WNW of Cobb, California",earthquake
2014-01-13T14:56:32.000Z,17.7689,-67.106,12,1.6,Md,3,342,0.20751083,0.25,pr,pr14013126,2014-01-15T05:20:45.659Z,"23km SSW of La Parguera, Puerto Rico",earthquake
2014-01-13T14:56:00.100Z,17.9048,-67.0815,6,1.9,Md,4,309.6,0.07276354,0.07,pr,pr14013124,2014-01-15T05:20:20.506Z,"8km SSW of La Parguera, Puerto Rico",earthquake
2014-01-13T14:55:06.000Z,64.9727,-148.5209,16.3,1.6,ml,,,,0.52,ak,ak11083113,2014-01-13T15:07:14.630Z,"27km WNW of Ester, Alaska",earthquake
2014-01-13T14:52:49.900Z,19.1718,-66.7051,29,2.6,Md,5,316.8,0.70966907,0.18,pr,pr14013123,2014-01-15T05:19:55.293Z,"76km N of Hatillo, Puerto Rico",earthquake
2014-01-13T14:37:37.300Z,19.1075,-66.641,44,3,Md,18,244.8,0.63600722,0.3,pr,pr14013018,2014-01-13T21:23:10.000Z,"70km N of Arecibo, Puerto Rico",earthquake
2014-01-13T14:35:34.000Z,63.5878,-147.373,0,2.3,ml,,,,0.72,ak,ak11083090,2014-01-13T14:48:15.733Z,"81km ENE of Cantwell, Alaska",earthquake
2014-01-13T14:25:31.500Z,19.1203,-66.6212,51,3,Md,7,295.2,0.64499037,0.2,pr,pr14013121,2014-01-15T05:19:43.112Z,"72km N of Arecibo, Puerto Rico",earthquake
2014-01-13T14:24:40.800Z,37.6247,-119.0362,5,0.3,Md,,68.4,0.00898315,0.05,nc,nc72142891,2014-01-13T23:46:02.907Z,"6km WSW of Mammoth Lakes, California",earthquake
2014-01-13T14:24:40.000Z,17.9468,-66.1595,18,1.7,Md,5,331.2,0.05389892,0.05,pr,pr14013120,2014-01-15T05:18:39.816Z,"1km SE of Jobos, Puerto Rico",earthquake
2014-01-13T14:21:03.600Z,18.5249,-65.8906,49,2.8,Md,4,345.6,0.83812816,0.18,pr,pr14013119,2014-01-15T05:18:28.890Z,"10km N of Loiza, Puerto Rico",earthquake
2014-01-13T14:17:40.600Z,19.0622,-66.7485,39,2.9,Md,5,331.2,0.71056739,0.18,pr,pr14013118,2014-01-15T05:17:28.464Z,"64km N of Hatillo, Puerto Rico",earthquake
2014-01-13T14:13:01.800Z,37.798,-121.8148,10.9,1.8,Md,,64.8,0.01796631,0.14,nc,nc72142881,2014-01-13T17:01:12.171Z,"8km ESE of Blackhawk, California",earthquake
2014-01-13T14:10:14.500Z,37.6242,-119.0382,6.1,1,Md,,72,0.01796631,0.02,nc,nc72142876,2014-01-13T14:33:05.834Z,"6km WSW of Mammoth Lakes, California",earthquake
2014-01-13T14:10:03.200Z,35.4407,-118.4323,5,1.4,Ml,16,118.8,0.1527136,0.15,ci,ci11413426,2014-01-13T21:58:06.120Z,"17km SSE of Bodfish, California",earthquake
2014-01-13T14:09:20.600Z,37.6178,-119.0447,4.2,1.6,Md,,151.2,0.01796631,0.03,nc,nc72142871,2014-01-13T16:34:04.168Z,"7km WSW of Mammoth Lakes, California",earthquake
2014-01-13T14:07:31.700Z,19.0848,-66.8685,29,2.8,Md,3,298.8,0.74111011,0.11,pr,pr14013114,2014-01-15T01:47:48.707Z,"66km N of Hatillo, Puerto Rico",earthquake
2014-01-13T14:00:16.500Z,18.9526,-66.808,75,3,Md,6,284.4,0.60456619,0.23,pr,pr14013113,2014-01-14T23:42:23.346Z,"51km N of Hatillo, Puerto Rico",earthquake
2014-01-13T13:56:33.820Z,52.8501,174.2,107.06,4.5,mb,,129,0.133,0.81,us,usc000m22w,2014-01-13T15:41:31.262Z,"15km NNE of Shemya Island, Alaska",earthquake
2014-01-13T13:47:07.000Z,46.1972,-122.1818,2.3,0.8,Md,,180,0.01796631,0.07,uw,uw60669747,2014-01-13T18:51:32.425Z,"37km NNE of Amboy, Washington",earthquake
2014-01-13T13:45:08.000Z,62.4426,-149.4433,45.3,1.5,ml,,,,0.85,ak,ak11081910,2014-01-13T13:55:08.154Z,"36km ENE of Talkeetna, Alaska",earthquake
2014-01-13T13:43:02.000Z,61.4698,-151.8449,0,1.6,ml,,,,0.74,ak,ak11081907,2014-01-13T13:55:07.305Z,"91km NNW of Nikiski, Alaska",earthquake
2014-01-13T13:34:02.300Z,19.0454,-66.8835,66,2.9,Md,8,262.8,0.7051775,0.25,pr,pr14013117,2014-01-15T04:02:28.131Z,"62km NNE of Isabela, Puerto Rico",earthquake
2014-01-13T13:32:28.200Z,38.7585,-122.6853,5.6,0.9,Md,,219.6,0.00898315,0.05,nc,nc72142866,2014-01-13T14:23:04.705Z,"6km W of Middletown, California",earthquake
2014-01-13T13:29:54.000Z,61.2395,-148.2801,0,1.5,ml,,,,0.38,ak,ak11081901,2014-01-13T13:40:32.199Z,"52km SE of Butte, Alaska",earthquake
2014-01-13T13:26:26.240Z,4.0227,126.7447,66.38,4.8,mb,,98,3.288,1.22,us,usc000m22k,2014-01-13T15:06:47.619Z,"208km SE of Sarangani, Philippines",earthquake
2014-01-13T13:15:12.000Z,36.5915,-121.1392,6.4,1.6,Md,,97.2,0.08084838,0.07,nc,nc72142856,2014-01-13T16:14:06.914Z,"24km NE of Soledad, California",earthquake
2014-01-13T13:14:22.900Z,38.8208,-122.8213,2.1,0.5,Md,,104.4,0.00898315,0.01,nc,nc72142851,2014-01-13T13:30:03.822Z,"7km NW of The Geysers, California",earthquake
2014-01-13T13:02:21.300Z,45.5365,-122.7765,29.3,1.2,Md,,79.2,0.24254513,0.12,uw,uw60669712,2014-01-13T18:48:52.139Z,"2km NNW of West Haven-Sylvan, Oregon",earthquake
2014-01-13T12:59:17.000Z,60.7247,-150.9863,60.4,1.8,ml,,,,0.36,ak,ak11080733,2014-01-13T13:05:11.889Z,"16km ENE of Nikiski, Alaska",earthquake
2014-01-13T12:54:10.800Z,19.1686,-66.699,26,3.1,Md,12,270,0.7051775,0.43,pr,pr14013015,2014-01-13T14:53:18.283Z,"76km N of Hatillo, Puerto Rico",earthquake
2014-01-13T12:51:22.400Z,38.7462,-122.7365,1.7,1.3,Md,,108,0.00898315,0.05,nc,nc72142846,2014-01-13T15:43:03.537Z,"3km SSE of The Geysers, California",earthquake
2014-01-13T12:45:14.000Z,18.929,-68.0777,31,2.5,Md,5,277.2,0.50305656,0.1,pr,pr14013116,2014-01-15T03:28:42.007Z,"51km NE of Punta Cana, Dominican Republic",earthquake
2014-01-13T12:43:40.700Z,38.87,-122.8108,2.1,1.1,Md,,82.8,0.00898315,0.06,nc,nc72142841,2014-01-13T15:31:02.175Z,"9km NW of Cobb, California",earthquake
2014-01-13T12:42:24.100Z,19.1322,-66.7975,15,3,Md,13,266.4,0.69888929,0.47,pr,pr14013001,2014-01-13T13:44:20.715Z,"71km N of Hatillo, Puerto Rico",earthquake
2014-01-13T12:38:42.800Z,17.8871,-67.142,6,1.9,Md,4,298.8,0.12217088,0.28,pr,pr14013115,2014-01-15T01:53:34.372Z,"10km SSE of Pole Ojea, Puerto Rico",earthquake
2014-01-13T12:38:28.000Z,59.7371,-153.4464,124.3,3,ml,,,,0.7,ak,ak11080718,2014-01-13T19:37:54.979Z,"82km E of Old Iliamna, Alaska",earthquake
2014-01-13T12:34:13.500Z,38.8207,-122.8133,4.2,0.9,Md,,82.8,0,0.03,nc,nc72142836,2014-01-13T14:52:02.937Z,"6km NW of The Geysers, California",earthquake
2014-01-13T12:33:20.300Z,38.8065,-122.8242,3.1,0.5,Md,,122.4,0.00898315,0.03,nc,nc72142831,2014-01-13T14:33:05.833Z,"6km WNW of The Geysers, California",earthquake
2014-01-13T12:32:19.100Z,36.0013,-117.8705,3.8,1.1,Ml,12,72,0.01796631,0.06,ci,ci11413418,2014-01-13T21:56:16.084Z,"39km N of Inyokern, California",earthquake
2014-01-13T12:22:30.000Z,33.527,-116.7235,11.1,0.4,Ml,19,72,0.03593261,0.1,ci,ci11413410,2014-01-13T21:53:40.578Z,"5km SW of Anza, California",earthquake
2014-01-13T12:19:58.557Z,39.6566,-119.6966,11.6555,0.45,ml,5,153.15,0.114,0.092,nn,nn00434157,2014-01-13T14:53:47.000Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-01-13T12:16:09.300Z,19.0338,-66.874,49,2.7,Md,7,284.4,0.60636282,0.25,pr,pr14013112,2014-01-15T01:13:05.075Z,"60km N of Hatillo, Puerto Rico",earthquake
2014-01-13T12:06:52.300Z,19.0424,-66.7855,47,2.9,Md,7,291.6,0.61175271,0.12,pr,pr14013099,2014-01-14T19:40:21.486Z,"61km N of Hatillo, Puerto Rico",earthquake
2014-01-13T12:05:52.300Z,36.147,-118.0708,0.7,1.3,Ml,13,82.8,0.17966306,0.14,ci,ci11413402,2014-01-13T21:49:30.959Z,"50km S of Lone Pine, California",earthquake
2014-01-13T12:03:11.700Z,18.9976,-66.6625,73,2.4,Md,3,291.6,0.6521769,0.07,pr,pr14013095,2014-01-14T18:57:48.450Z,"58km N of Arecibo, Puerto Rico",earthquake
2014-01-13T12:01:39.900Z,18.9694,-66.8326,3,2.9,Md,4,291.6,0.62343081,0.07,pr,pr14013090,2014-01-14T15:49:46.199Z,"53km N of Hatillo, Puerto Rico",earthquake
2014-01-13T12:00:37.100Z,19.0541,-66.8359,29,2.6,Md,4,291.6,0.70787244,0.07,pr,pr14013088,2014-01-14T15:12:22.182Z,"62km N of Hatillo, Puerto Rico",earthquake
2014-01-13T11:55:00.100Z,37.6292,-119.0323,4.8,0.4,Md,,61.2,0,0.08,nc,nc72142826,2014-01-13T22:52:06.966Z,"5km WSW of Mammoth Lakes, California",earthquake
2014-01-13T11:54:14.300Z,38.8353,-122.8027,2.2,0.2,Md,,72,0.00898315,0.02,nc,nc72142811,2014-01-13T12:18:05.909Z,"7km WNW of Cobb, California",earthquake
2014-01-13T11:53:06.700Z,37.6263,-119.0313,5.3,1.1,Md,,61.2,0,0.04,nc,nc72142806,2014-01-13T14:01:07.178Z,"5km WSW of Mammoth Lakes, California",earthquake
2014-01-13T11:49:58.000Z,19.0265,-66.7867,49,2.8,Md,4,295.2,0.67643141,0.15,pr,pr14013111,2014-01-14T22:58:33.800Z,"59km N of Hatillo, Puerto Rico",earthquake
2014-01-13T11:46:32.262Z,39.6646,-119.6885,12.3606,0.11,ml,3,176.12,0.218,0.0579,nn,nn00434156,2014-01-13T14:53:40.000Z,"2km NE of Spanish Springs, Nevada",earthquake
2014-01-13T11:43:20.700Z,19.007,-66.806,32,3.1,Md,9,295.2,0.58839651,0.2,pr,pr14013110,2014-01-14T22:33:31.106Z,"57km N of Hatillo, Puerto Rico",earthquake
2014-01-13T11:37:04.500Z,19.0048,-66.805,32,3,Md,6,313.2,0.58480325,0.2,pr,pr14013109,2014-01-14T22:14:54.035Z,"57km N of Hatillo, Puerto Rico",earthquake
2014-01-13T11:35:51.200Z,18.957,-66.7492,40,2.5,Md,6,288,0.52102286,0.25,pr,pr14013106,2014-01-14T21:06:44.933Z,"52km N of Hatillo, Puerto Rico",earthquake
2014-01-13T11:33:29.600Z,18.6327,-66.6426,60,2.7,Md,4,262.8,0.30273225,0.11,pr,pr14013102,2014-01-14T20:25:40.597Z,"19km NNE of Arecibo, Puerto Rico",earthquake
2014-01-13T11:16:53.600Z,19.0918,-66.803,44,2.8,Md,4,295.2,0.74111011,0.11,pr,pr14013093,2014-01-14T18:50:17.239Z,"67km N of Hatillo, Puerto Rico",earthquake
2014-01-13T11:16:23.800Z,19.4127,-155.2785,2.6,2,Md,,50.4,0,0.2,hv,hv60621516,2014-01-13T11:19:29.418Z,"4km WSW of Volcano, Hawaii",earthquake
2014-01-13T11:13:40.100Z,38.838,-122.7767,2.6,0.9,Md,,57.6,0.00898315,0.02,nc,nc72142796,2014-01-13T13:41:05.057Z,"4km WNW of Cobb, California",earthquake
2014-01-13T11:13:32.700Z,18.8441,-66.5177,82,2.7,Md,3,277.2,0.54258243,0.12,pr,pr14013092,2014-01-14T17:49:48.866Z,"42km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2014-01-13T11:09:44.300Z,19.2441,-66.8427,47,2.6,Md,3,306,0.89651865,0.12,pr,pr14013091,2014-01-14T16:09:38.347Z,"83km N of Hatillo, Puerto Rico",earthquake
2014-01-13T11:02:32.900Z,19.402,-155.2732,2.1,1.9,ml,,50.3999959680003,0.008983153,0.19,hv,hv60621511,2014-01-13T11:08:14.000Z,"4km SW of Volcano, Hawaii",earthquake
2014-01-13T11:01:08.900Z,17.9864,-66.2235,14,2.9,Md,18,165.6,0.11318773,0.28,pr,pr14013011,2014-01-13T13:01:21.892Z,"1km NNE of Coqui, Puerto Rico",earthquake
2014-01-13T10:59:53.500Z,18.8419,-66.85,12,2.6,Md,3,338.4,0.4464627,0.2,pr,pr14013087,2014-01-14T14:55:20.389Z,"39km N of Hatillo, Puerto Rico",earthquake
2014-01-13T10:56:33.100Z,18.6404,-66.319,77,2.9,Md,3,349.2,0.50485319,0.07,pr,pr14013108,2014-01-14T21:57:55.026Z,"19km N of Brenas, Puerto Rico",earthquake
2014-01-13T10:55:19.830Z,-45.8702,95.7718,10,4.9,mb,,55,20.947,0.42,us,usc000m20s,2014-01-13T11:20:33.000Z,"Southeast Indian Ridge",earthquake
2014-01-13T10:54:38.300Z,19.0729,-66.8513,53,3,Md,7,284.4,0.65038027,0.23,pr,pr14013105,2014-01-14T20:48:23.000Z,"64km N of Hatillo, Puerto Rico",earthquake
2014-01-13T10:53:02.700Z,18.3605,-66.0877,59,2.8,Md,4,334.8,0.63241396,0.09,pr,pr14013107,2014-01-14T21:10:02.231Z,"2km E of Guaynabo, Puerto Rico",earthquake
2014-01-13T10:50:23.200Z,45.6433,-122.7715,18.7,1.1,Md,,72,0.07186522,0.08,uw,uw60669617,2014-01-13T18:45:15.750Z,"8km W of Vancouver, Washington",earthquake
2014-01-13T10:50:01.300Z,32.8907,-116.2457,7.4,1.4,Ml,20,86.4,0.02694946,0.15,ci,ci11413394,2014-01-13T21:46:05.923Z,"27km ENE of Pine Valley, California",earthquake
2014-01-13T10:50:00.000Z,19.1268,-66.7985,30,3.5,Md,24,262.8,0.69439771,0.34,pr,pr14013009,2014-01-13T11:40:35.411Z,"70km N of Hatillo, Puerto Rico",earthquake
2014-01-13T10:49:05.800Z,19.1187,-66.8062,36,2.9,Md,13,284.4,0.68990614,0.27,pr,pr14013104,2014-01-14T20:38:36.841Z,"70km N of Hatillo, Puerto Rico",earthquake
2014-01-13T10:46:28.100Z,38.8068,-122.8177,3.7,0.6,Md,,111.6,0.00898315,0.01,nc,nc72142786,2014-01-13T11:34:06.062Z,"6km WNW of The Geysers, California",earthquake
2014-01-13T10:44:08.264Z,39.661,-119.6939,9.3642,0.45,ml,4,151.18,0.118,0.0571,nn,nn00434154,2014-01-13T14:48:58.000Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-01-13T10:44:08.000Z,19.186,-66.9432,35,3.1,Md,8,295.2,0.73212696,0.15,pr,pr14013103,2014-01-14T20:23:55.149Z,"76km N of Isabela, Puerto Rico",earthquake
2014-01-13T10:41:36.400Z,38.816,-122.8115,2.1,1.7,Md,,68.4,0.00898315,0.03,nc,nc72142776,2014-01-13T13:10:01.583Z,"6km NW of The Geysers, California",earthquake
2014-01-13T10:33:11.700Z,32.8873,-116.2562,6.8,2,Ml,33,72,0.02694946,0.2,ci,ci11413386,2014-01-13T21:40:25.020Z,"26km ENE of Pine Valley, California",earthquake
2014-01-13T10:22:08.437Z,39.6612,-119.6952,9.3735,0.33,ml,4,150.74,0.117,0.0564,nn,nn00434152,2014-01-13T14:44:00.000Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-01-13T10:16:02.200Z,19.1273,-66.8021,20,3.1,Md,12,284.4,0.69619435,0.28,pr,pr14013010,2014-01-13T12:12:03.718Z,"70km N of Hatillo, Puerto Rico",earthquake
2014-01-13T10:04:46.000Z,60.3368,-141.1897,9.9,1.3,ml,,,,0.43,ak,ak11077256,2014-01-13T19:30:07.480Z,"75km ENE of Cape Yakataga, Alaska",earthquake
2014-01-13T10:04:39.000Z,38.8225,-122.8202,2,0.4,Md,,90,0.00898315,0.02,nc,nc72142766,2014-01-13T12:27:01.901Z,"7km NW of The Geysers, California",earthquake
2014-01-13T10:02:00.600Z,19.1247,-66.7689,51,2.9,Md,6,284.4,0.7285337,0.14,pr,pr14013101,2014-01-14T19:59:42.387Z,"70km N of Hatillo, Puerto Rico",earthquake
2014-01-13T09:58:56.000Z,64.7753,-149.017,0,1.2,ml,,,,0.69,ak,ak11077223,2014-01-13T10:08:19.404Z,"22km NNE of North Nenana, Alaska",earthquake
2014-01-13T09:55:49.587Z,39.6629,-119.6931,9.1663,0.16,ml,4,150.31,0.12,0.0604,nn,nn00434151,2014-01-13T14:43:55.000Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-01-13T09:47:01.900Z,19.1469,-66.9793,46,3.2,Md,10,295.2,0.68721119,0.41,pr,pr14013100,2014-01-14T19:44:10.754Z,"71km N of Isabela, Puerto Rico",earthquake
2014-01-13T09:46:17.700Z,19.052,-66.8964,36,2.7,Md,4,345.6,0.61534597,0.15,pr,pr14013098,2014-01-14T19:16:36.692Z,"62km NNE of Isabela, Puerto Rico",earthquake
2014-01-13T09:43:29.500Z,18.964,-66.8444,73,2.9,Md,8,273.6,0.55426053,0.34,pr,pr14013097,2014-01-14T19:10:04.931Z,"52km N of Hatillo, Puerto Rico",earthquake
2014-01-13T09:39:59.800Z,38.8273,-122.805,3.1,0.6,Md,,100.8,0.01796631,0.02,nc,nc72142761,2014-01-13T10:41:05.186Z,"6km NW of The Geysers, California",earthquake
2014-01-13T09:37:12.300Z,19.1184,-66.7904,41,3,Md,6,291.6,0.76805957,0.25,pr,pr14013096,2014-01-14T19:01:13.932Z,"70km N of Hatillo, Puerto Rico",earthquake
2014-01-13T09:27:03.600Z,38.8347,-122.8033,2.8,1,Md,,72,0.00898315,0.02,nc,nc72142756,2014-01-13T10:41:05.184Z,"7km WNW of Cobb, California",earthquake
2014-01-13T09:25:12.300Z,38.8362,-122.8028,2.6,1,Md,,64.8,0.00898315,0.02,nc,nc72142741,2014-01-13T10:10:06.779Z,"7km WNW of Cobb, California",earthquake
2014-01-13T09:24:59.600Z,38.8353,-122.804,2.5,1.6,Md,,50.4,0.00898315,0.04,nc,nc72142731,2014-01-13T12:02:04.094Z,"7km WNW of Cobb, California",earthquake
2014-01-13T09:24:03.800Z,38.8253,-122.8135,2.4,0.6,Md,,104.4,0,0.03,nc,nc72142736,2014-01-13T11:45:07.208Z,"7km W of Cobb, California",earthquake
2014-01-13T09:14:31.060Z,33.4836667,-116.4758333,13.93,0.69,ml,20,101,0.1062,0.1,ci,ci11413378,2014-01-13T21:26:50.790Z,"20km ESE of Anza, California",earthquake
2014-01-13T09:10:28.200Z,18.9752,-66.9408,46,3,Md,4,331.2,0.64948195,0.1,pr,pr14013094,2014-01-14T18:51:37.620Z,"53km N of Isabela, Puerto Rico",earthquake
2014-01-13T09:06:24.500Z,18.9347,-66.6792,65,2.6,Md,6,284.4,0.58839651,0.5,pr,pr14013089,2014-01-14T15:25:18.554Z,"51km N of Arecibo, Puerto Rico",earthquake
2014-01-13T09:05:12.000Z,19.1105,-66.8048,36,2.9,Md,12,284.4,0.6818213,0.49,pr,pr14013085,2014-01-14T14:24:31.827Z,"69km N of Hatillo, Puerto Rico",earthquake
2014-01-13T09:03:33.600Z,18.9689,-66.7995,46,2.8,Md,7,273.6,0.57941336,0.28,pr,pr14013086,2014-01-14T14:49:09.483Z,"53km N of Hatillo, Puerto Rico",earthquake
2014-01-13T09:01:53.400Z,38.8035,-122.8085,0.9,0.5,Md,,126,0.00898315,0.02,nc,nc72142726,2014-01-13T11:13:03.744Z,"5km WNW of The Geysers, California",earthquake
2014-01-13T08:56:37.670Z,33.7615,-116.9245,15.78,1.2,ml,33,61,0.07432,0.11,ci,ci11413370,2014-01-13T21:22:01.800Z,"2km NNE of East Hemet, California",earthquake
2014-01-13T08:49:00.400Z,38.8213,-122.8102,4,0.6,Md,,90,0.01796631,0.03,nc,nc72142721,2014-01-13T10:51:06.310Z,"6km NW of The Geysers, California",earthquake
2014-01-13T08:42:39.400Z,19.0897,-66.9151,46,2.7,Md,3,327.6,0.64588869,0.15,pr,pr14013084,2014-01-14T14:01:44.328Z,"66km N of Isabela, Puerto Rico",earthquake
2014-01-13T08:32:33.800Z,19.0422,-66.6895,54,3,Md,11,273.6,0.5821083,0.28,pr,pr14013083,2014-01-14T14:01:14.128Z,"62km N of Carrizales, Puerto Rico",earthquake
2014-01-13T08:28:27.900Z,19.0555,-66.74,15,3.3,Md,26,219.6,0.58031167,0.33,pr,pr14013008,2014-01-13T11:02:55.370Z,"63km N of Hatillo, Puerto Rico",earthquake
2014-01-13T08:27:06.400Z,19.0655,-66.866,56,3.2,Md,14,234,0.66565163,0.33,pr,pr14013007,2014-01-13T08:58:17.345Z,"64km N of Hatillo, Puerto Rico",earthquake
2014-01-13T08:25:53.000Z,63.2383,-145.2228,6.5,1.5,ml,,,,0.68,ak,ak11076063,2014-01-13T08:33:01.238Z,"70km S of Deltana, Alaska",earthquake
2014-01-13T08:22:02.800Z,38.8052,-122.8217,3,0.8,Md,,122.4,0.00898315,0.03,nc,nc72142711,2014-01-13T08:57:03.798Z,"6km WNW of The Geysers, California",earthquake
2014-01-13T08:15:27.300Z,36.8215,-112.9172,17.1,1,Md,,180,0.20661252,0.06,uu,uu60051737,2014-01-14T18:12:54.436Z,"19km SSE of Colorado City, Arizona",earthquake
